store_id,product_id,Rows,MAE,RMSE,R2,WAPE,Bias
S001,P0001,91.0,3.644402495481044,5.020651047656282,0.9811616256357832,3.744812862339375,-0.2820176586435592
S001,P0002,91.0,3.7401551849373553,4.861215964885459,0.986368006364273,3.170508820021419,1.255029904247439
S001,P0003,91.0,3.797280402588331,4.667170993716434,0.9884880049967979,2.860060558148801,0.8812177549665806
S001,P0004,91.0,2.8910295307244507,3.6103647436771626,0.9912474146375923,3.0035813140304257,1.5012814063493634
S001,P0005,91.0,2.9717500760680133,3.6926922111390907,0.9924305923281349,2.569643262278499,-0.6796546113900502
S001,P0006,91.0,4.324534798269339,5.40556063116032,0.9814991058131494,5.003593981468657,2.0473934421140747
S001,P0007,91.0,4.092444005140078,5.614015237497505,0.9867810000853816,3.6170590954520896,0.17704166990503878
S001,P0008,91.0,4.4410796019985606,5.649553845735041,0.9770477855228037,4.6160850232080985,-0.3809885821451897
S001,P0009,91.0,3.970646347146245,7.35483264111826,0.9823602440186269,2.8366212717091246,-0.8925162239157676
S001,P0010,91.0,1.969508796231462,2.6497631887757844,0.9909462330058842,2.5246555917321176,0.14729279842315787
S001,P0011,91.0,3.294494013678263,4.631976713975474,0.9775649650732291,4.377266100813578,1.0551451400117726
S001,P0012,91.0,3.3442539528030744,4.2948353947545685,0.9897950987235791,2.870468871015655,0.5363731103073689
S001,P0013,91.0,3.268353998075628,4.127858827560339,0.9891069116280742,3.781566609343702,1.0012107191750168
S001,P0014,91.0,2.791328618545188,3.503096328447816,0.9922247312283137,2.542397200356442,-0.8753100618058252
S001,P0015,91.0,4.162453496610421,5.246908051869366,0.9836655615008544,4.555421144817178,-0.3699041799333333
S001,P0016,91.0,4.468802935952703,6.051060399884305,0.9808890076916289,3.86119509278101,0.040129514039288994
S001,P0017,91.0,2.818453478862556,3.6880536148659893,0.9933930952980685,3.058786721246185,-0.019745118025175267
S001,P0018,91.0,2.815425877914743,3.796418842861214,0.9922746648896911,2.484038732695769,0.9529315608889184
S001,P0019,91.0,3.0217153709684226,4.67387682821582,0.9829543409777922,3.993843119217523,-1.560848262390111
S001,P0020,91.0,2.012780887375636,2.5603387517612295,0.991258143616884,2.9045839002724843,0.18209821179037003
S002,P0001,91.0,3.6234765189981024,4.511547044411513,0.9900261805266103,3.1418424319087883,0.1046490879390864
S002,P0002,91.0,5.185893171966747,6.510586250137209,0.9761405475954317,5.63886101862796,-0.08835186313211565
S002,P0003,91.0,3.53511328464496,4.405658865148601,0.9875240133113706,3.419380409254798,0.8959020135857343
S002,P0004,91.0,5.929537090143068,7.352223624298468,0.9668123643106239,5.060850452101099,0.22185911999627178
S002,P0005,91.0,2.8908907188408355,3.4524750741070362,0.9917960017951909,2.9246365248973434,1.3069925029348786
S002,P0006,91.0,3.1300311087396655,4.008851227562658,0.9919242895143072,2.662735635180981,-0.5030411824829106
S002,P0007,91.0,3.0824854463612255,3.994213924036131,0.99140252281092,3.403788079345607,0.010578729436626556
S002,P0008,91.0,3.534789740267024,4.652556434849124,0.9880181071020928,3.09502421210718,-0.16024272679999182
S002,P0009,91.0,3.945049700035107,5.509403914313963,0.9864017539894132,3.2128111929765057,-0.6694335199310063
S002,P0010,91.0,2.9306943960314062,3.918692348429446,0.9911947475592907,2.3626257090614633,0.8292407654849482
S002,P0011,91.0,2.887408057717146,3.671762234448423,0.9924465716883765,2.6079814714864544,-0.5991455601972789
S002,P0012,91.0,3.4455030329151337,4.3185566741998995,0.98345428871506,3.7131783040653383,0.13758204700345544
S002,P0013,91.0,3.95157957206408,5.279701355692968,0.984596590096629,3.591268761188767,0.5456298391134778
S002,P0014,91.0,2.217607670635193,2.921849350551695,0.9931327310789504,2.5056158185721698,0.7546922033800684
S002,P0015,91.0,3.4757608948446452,4.800211334135949,0.9859279866616794,3.047444276239163,0.30085721244928415
S002,P0016,91.0,3.2847533611222968,4.359507695115405,0.9867898413691166,2.8188660492467843,0.6586355439650743
S002,P0017,91.0,3.370346397753557,4.341873068668497,0.9883954246698781,3.7831691401945684,1.0220733533236595
S002,P0018,91.0,4.073259304819036,5.607893729873496,0.9808839244017636,3.8502814660697235,0.9575874834270918
S002,P0019,91.0,3.6230015795663713,5.286242201566388,0.9799482503256012,3.1713461306323563,-0.15635770071574234
S002,P0020,91.0,1.6574933745908993,2.2028616218915924,0.9941062658896421,2.385071111444842,0.03687236234477049
S003,P0001,91.0,4.1881191307560615,5.334342321880614,0.9830110187620423,4.559928701828207,-0.12069415867991275
S003,P0002,91.0,5.208528192303116,7.207570962227053,0.9745455627129529,4.671555938296704,1.9008087899701667
S003,P0003,91.0,3.3580498066376077,4.194761413173412,0.9903297122753086,3.1409449316889946,0.045814893556984225
S003,P0004,91.0,3.4128518439267133,4.632688889297273,0.9899841697754486,2.7435469770082235,-0.5603341586388496
S003,P0005,91.0,3.1610720895860753,3.8942942611191818,0.9912811963024817,3.4720284870529006,-0.1297166714900919
S003,P0006,91.0,3.2670082463367573,4.194812376066837,0.989575681600341,3.4274585014600527,1.1290920227263224
S003,P0007,91.0,4.836439258827772,6.745758778956936,0.9780441177508012,4.045555405398725,-0.06032338247103407
S003,P0008,91.0,2.982976262348096,4.078269201181093,0.9892570965119672,2.589932638810006,-0.126381839523083
