date,store_id,product_id,category,base_price,actual_price,discount_pct,promotion_flag,is_holiday,stock_level_start,lead_time_days,true_demand,sales_qty,lost_sales_qty,day_of_week,seasonality,lag_1,lag_7,lag_14,lag_28,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_28,demand_std_7,demand_std_14,demand_std_28,predicted_demand,lead_time_days_adj,demand_std,lead_time_demand,safety_stock_90,safety_stock_95,recommended_stock_90,recommended_stock_95,reorder_point_90,reorder_point_95,reorder_flag_90,reorder_flag_95,order_qty_90,order_qty_95
2025-05-27,STR_001,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,267,0,22,22.0,0,Tuesday,5,17.0,27.0,18.0,50.0,22.333333333333332,23.714285714285715,24.071428571428573,23.928571428571427,4.191828786037222,4.632066920506404,6.917120849498936,21.540276925183207,3,6.917120849498936,64.62083077554962,15.33543008438547,19.708423819386017,79.95626085993509,84.32925459493563,79.95626085993509,84.32925459493563,0,0,0,0
2025-05-27,STR_001,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,39,4,8,8.0,0,Tuesday,5,20.0,13.0,16.0,14.0,18.666666666666668,16.0,14.142857142857142,13.964285714285714,3.7416573867748597,4.221868759704932,3.8052803747111588,12.145072549245022,4,3.8052803747111588,48.58029019698009,9.741517759260567,12.519372432799713,58.321807956240654,61.0996626297798,58.321807956240654,61.0996626297798,1,1,20,23
2025-05-27,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,3724,0,404,404.0,0,Tuesday,5,404.0,457.0,367.0,368.0,574.0,486.0,484.2142857142857,476.9642857142857,122.38327772480422,124.35382433352643,113.44585334075269,375.26941100577295,3,113.44585334075269,1125.8082330173188,251.51229682456463,323.2326002159444,1377.3205298418834,1449.0408332332631,1377.3205298418834,1449.0408332332631,0,0,0,0
2025-05-27,STR_001,PRD_04_GROC,Grocery,12.0,12.0,0.0,0,0,3095,0,167,167.0,0,Tuesday,5,211.0,173.0,169.0,179.0,263.3333333333333,223.57142857142858,228.0,232.82142857142858,46.71850861937977,67.63362841299947,67.95535221143287,178.98615676198034,3,67.95535221143287,536.9584702859411,150.65871702584295,193.61999180274344,687.617187311784,730.5784620886845,687.617187311784,730.5784620886845,0,0,0,0
2025-05-27,STR_001,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,940,0,105,105.0,0,Tuesday,5,88.0,103.0,110.0,82.0,93.66666666666667,99.71428571428571,97.0,92.42857142857143,13.756383799461974,13.427869984017953,15.884836868159624,87.70785053932283,3,15.884836868159624,263.1235516179685,35.21708099276256,45.25945174460501,298.34063261073106,308.3830033625735,298.34063261073106,308.3830033625735,0,0,0,0
2025-05-27,STR_001,PRD_06_FASH,Apparel,95.0,73.15,0.23,1,0,593,0,48,48.0,0,Tuesday,5,45.0,46.0,43.0,47.0,48.333333333333336,46.285714285714285,41.714285714285715,42.142857142857146,10.88905085723423,9.941587641577504,8.648332255045293,56.27631644795521,3,8.648332255045293,168.82894934386565,19.173569109088216,24.641032175351654,188.00251845295386,193.4699815192173,188.00251845295386,193.4699815192173,0,0,0,0
2025-05-27,STR_001,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,287,3,99,99.0,0,Tuesday,5,81.0,96.0,105.0,108.0,109.0,106.85714285714286,106.21428571428571,100.5,20.61899263162132,21.408763739066337,18.96487982209932,90.18201304941586,3,18.96487982209932,270.5460391482476,42.04561332648171,54.03518275161126,312.5916524747293,324.58122189985886,312.5916524747293,324.58122189985886,1,1,26,38
2025-05-27,STR_001,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,156,0,32,32.0,0,Tuesday,5,33.0,24.0,31.0,28.0,31.333333333333332,32.142857142857146,30.428571428571427,33.964285714285715,12.07516144030888,8.715276470430698,10.619625936277416,29.18213866020613,3,10.619625936277416,87.54641598061839,23.543976549131127,30.2576886119693,111.09039252974952,117.80410459258769,111.09039252974952,117.80410459258769,0,0,0,0
2025-05-27,STR_002,PRD_01_ELEC,Electronics,299.0,266.11,0.11,1,0,189,0,16,16.0,0,Tuesday,5,18.0,14.0,20.0,22.0,18.0,16.571428571428573,18.0,20.821428571428573,2.149196970743688,5.896543968226117,7.688633127226377,18.197877103770384,3,7.688633127226377,54.59363131131116,17.045892117904984,21.906634792151326,71.63952342921614,76.50026610346248,71.63952342921614,76.50026610346248,0,0,0,0
2025-05-27,STR_002,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,310,0,5,5.0,0,Tuesday,5,6.0,11.0,10.0,12.0,12.333333333333334,13.571428571428571,11.714285714285714,10.571428571428571,7.849780100044624,5.743606096261218,4.748711883265181,8.866519818664134,3,4.748711883265181,26.599559455992402,10.528013122971368,13.530141865068671,37.12757257896377,40.12970132106108,37.12757257896377,40.12970132106108,0,0,0,0
2025-05-27,STR_002,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,4146,0,280,280.0,0,Tuesday,5,284.0,273.0,275.0,273.0,403.0,327.42857142857144,328.42857142857144,331.92857142857144,92.90830092597955,88.015483153393,81.86480660727538,272.55999890670495,3,81.86480660727538,817.6799967201148,181.49632562636964,233.2511372307641,999.1763223464844,1050.9311339508788,999.1763223464844,1050.9311339508788,0,0,0,0
2025-05-27,STR_002,PRD_04_GROC,Grocery,12.0,8.76,0.27,1,0,1250,0,152,152.0,0,Tuesday,5,148.0,117.0,133.0,140.0,190.33333333333334,166.14285714285714,166.07142857142858,160.0,34.940084771069365,38.449695979020326,40.34021979778153,152.99572050457186,3,40.34021979778153,458.9871615137156,89.43527715616449,114.93830540772701,548.4224386698801,573.9254669214426,548.4224386698801,573.9254669214426,0,0,0,0
2025-05-27,STR_002,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,790,0,68,68.0,0,Tuesday,5,120.0,57.0,64.0,111.0,85.33333333333333,70.57142857142857,72.21428571428571,68.42857142857143,23.79675848273696,23.132323610143384,20.179616726214842,65.73913611265014,3,20.179616726214842,197.21740833795042,44.73871545225068,57.49623978043154,241.9561237902011,254.71364811838197,241.9561237902011,254.71364811838197,0,0,0,0
2025-05-27,STR_002,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,596,0,25,25.0,0,Tuesday,5,25.0,24.0,27.0,33.0,27.333333333333332,28.428571428571427,27.285714285714285,29.892857142857142,6.704653678780126,5.539072005428429,8.252224327368166,27.928210640294946,3,8.252224327368166,83.78463192088483,18.295387917385685,23.512432128202697,102.08001983827052,107.29706404908754,102.08001983827052,107.29706404908754,0,0,0,0
2025-05-27,STR_002,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,1469,0,69,69.0,0,Tuesday,5,59.0,70.0,61.0,88.0,69.0,68.0,69.14285714285714,70.78571428571429,5.477225575051654,7.3049734676203,10.42559934455193,65.12566050498532,3,10.42559934455193,195.37698151495596,23.11381473807453,29.704863471978594,218.49079625303048,225.08184498693456,218.49079625303048,225.08184498693456,0,0,0,0
2025-05-27,STR_002,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,105,0,18,18.0,0,Tuesday,5,16.0,21.0,25.0,22.0,24.333333333333332,25.428571428571427,24.571428571428573,23.714285714285715,8.541216596737385,8.59976999436869,7.044078904941899,22.341112399353065,3,7.044078904941899,67.0233371980592,15.61689927153089,20.070155704428373,82.64023646959009,87.09349290248757,82.64023646959009,87.09349290248757,0,0,0,0
2025-05-27,STR_003,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,42,2,26,26.0,0,Tuesday,5,14.0,16.0,19.0,10.0,17.333333333333332,18.714285714285715,21.0,20.0,3.860668582613145,6.101702158477133,5.987641593469546,18.163478556950732,2,5.987641593469546,36.326957113901464,10.83878905358577,13.929537494647338,47.165746167487235,50.256494608548806,47.165746167487235,50.256494608548806,1,1,6,9
2025-05-27,STR_003,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,106,0,7,7.0,0,Tuesday,5,14.0,9.0,13.0,12.0,10.333333333333334,10.857142857142858,11.071428571428571,10.857142857142858,3.625307868700373,3.269069162133403,3.8845781096469176,10.314722625109445,3,3.8845781096469176,30.944167875328333,8.612206914404258,11.068031542339847,39.55637478973259,42.01219941766818,39.55637478973259,42.01219941766818,0,0,0,0
2025-05-27,STR_003,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,1669,0,340,340.0,0,Tuesday,5,303.0,310.0,352.0,320.0,449.6666666666667,374.85714285714283,386.35714285714283,387.25,101.87480645614102,86.44483091086957,87.51872815448024,320.82570202668,3,87.51872815448024,962.47710608004,194.03121123503172,249.36042381377126,1156.5083173150717,1211.8375298938113,1156.5083173150717,1211.8375298938113,0,0,0,0
2025-05-27,STR_003,PRD_04_GROC,Grocery,12.0,12.0,0.0,0,0,1771,0,154,154.0,0,Tuesday,5,211.0,154.0,184.0,151.0,226.66666666666666,189.71428571428572,188.57142857142858,187.57142857142858,36.858803949279604,41.43895284857966,42.22727622216291,153.76425354094502,3,42.22727622216291,461.2927606228351,93.61892848900007,120.3149510659415,554.9116891118351,581.6077116887766,554.9116891118351,581.6077116887766,0,0,0,0
2025-05-27,STR_003,PRD_05_FASH,Apparel,45.0,31.5,0.3,1,0,560,0,138,138.0,0,Tuesday,5,76.0,61.0,116.0,65.0,83.0,80.14285714285714,82.92857142857143,76.82142857142857,14.322808982279176,16.670860278269394,14.212810005553536,104.59095659479678,3,14.212810005553536,313.7728697843903,31.510155581365787,40.49547338386462,345.2830253657561,354.26834316825494,345.2830253657561,354.26834316825494,0,0,0,0
2025-05-27,STR_003,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,681,0,28,28.0,0,Tuesday,5,44.0,37.0,32.0,30.0,37.666666666666664,36.285714285714285,35.714285714285715,35.5,6.421689437997961,5.8497675355337435,7.172478263783173,34.126392536980816,3,7.172478263783173,102.37917761094245,15.901563864391505,20.435994185096895,118.28074147533395,122.81517179603935,118.28074147533395,122.81517179603935,0,0,0,0
2025-05-27,STR_003,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,1050,0,76,76.0,0,Tuesday,5,86.0,91.0,96.0,75.0,83.33333333333333,90.28571428571429,87.64285714285714,82.67857142857143,14.499589485157367,11.744767364216466,10.61115266342737,82.22422062738794,3,10.61115266342737,246.67266188216382,23.525191091105302,30.233546363178302,270.1978529732691,276.9062082453421,270.1978529732691,276.9062082453421,0,0,0,0
2025-05-27,STR_003,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,372,0,37,37.0,0,Tuesday,5,22.0,31.0,23.0,24.0,25.333333333333332,25.285714285714285,24.714285714285715,28.035714285714285,3.638419332360654,3.6674990730128023,8.647338031235702,24.412277814231384,3,8.647338031235702,73.23683344269415,19.171364890013262,24.638199409431106,92.40819833270741,97.87503285212526,92.40819833270741,97.87503285212526,0,0,0,0
2025-05-27,STR_004,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,213,0,18,18.0,0,Tuesday,5,23.0,41.0,26.0,28.0,26.333333333333332,26.857142857142858,23.5,24.607142857142858,8.153293228883474,7.17635004720311,6.701792384430395,22.247163322469095,3,6.701792384430395,66.74148996740729,14.85804148686287,19.09490487960111,81.59953145427016,85.83639484700839,81.59953145427016,85.83639484700839,0,0,0,0
2025-05-27,STR_004,PRD_02_ELEC,Electronics,599.0,455.24,0.24,1,0,112,0,19,19.0,0,Tuesday,5,11.0,31.0,15.0,8.0,13.333333333333334,16.285714285714285,14.0,14.75,6.676183683169764,6.000000000000153,6.6031698336367555,23.459968611082136,3,6.6031698336367555,70.37990583324641,14.639392822867189,18.81390718251291,85.0192986561136,89.19381301575932,85.0192986561136,89.19381301575932,0,0,0,0
2025-05-27,STR_004,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,981,2,384,384.0,0,Tuesday,5,406.0,398.0,388.0,361.0,514.3333333333334,457.0,449.92857142857144,455.39285714285717,80.4943062168581,92.18999135206843,100.77343098026603,370.78224698144345,2,100.77343098026603,741.5644939628869,182.4193956085264,234.43742638752025,923.9838895714133,976.0019203504071,923.9838895714133,976.0019203504071,0,0,0,0
2025-05-27,STR_004,PRD_04_GROC,Grocery,12.0,12.0,0.0,0,0,3275,0,195,195.0,0,Tuesday,5,171.0,191.0,181.0,174.0,258.6666666666667,220.14285714285714,214.85714285714286,219.10714285714286,58.53326282672828,52.522313416236784,51.13333281596011,178.9517233648952,3,51.13333281596011,536.8551700946856,113.363878908892,145.69029750400574,650.2190490035777,682.5454675986914,650.2190490035777,682.5454675986914,0,0,0,0
2025-05-27,STR_004,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,14,2,87,14.0,73,Tuesday,5,82.0,97.0,85.0,73.0,86.33333333333333,91.85714285714286,89.85714285714286,87.78571428571429,15.84748740787785,11.87665546586852,13.261911886236577,85.19709788839091,2,13.261911886236577,170.39419577678183,24.006624835216286,30.85226394838343,194.4008206119981,201.24645972516527,194.4008206119981,201.24645972516527,1,1,181,188
2025-05-27,STR_004,PRD_06_FASH,Apparel,95.0,80.75,0.15,1,0,966,0,42,42.0,0,Tuesday,5,44.0,49.0,40.0,35.0,36.0,38.142857142857146,42.0,38.92857142857143,7.104659772021928,10.068992769121222,8.1827667666672,45.32377573489398,3,8.1827667666672,135.97132720468193,18.141398766532728,23.314532008551826,154.11272597121464,159.28585921323375,154.11272597121464,159.28585921323375,0,0,0,0
2025-05-27,STR_004,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,1201,0,98,98.0,0,Tuesday,5,83.0,107.0,92.0,106.0,91.0,96.57142857142857,96.92857142857143,99.64285714285714,12.933897876731336,11.173211684232294,11.311136058849005,90.63855594474789,3,11.311136058849005,271.91566783424366,25.07707180192111,32.227955557937676,296.9927396361648,304.1436233921813,296.9927396361648,304.1436233921813,0,0,0,0
2025-05-27,STR_004,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,51,4,40,40.0,0,Tuesday,5,28.0,28.0,33.0,39.0,32.666666666666664,31.857142857142858,31.214285714285715,31.607142857142858,4.705619740571676,6.750254370461436,7.385367343176028,28.533226103770712,4,7.385367343176028,114.13290441508285,18.90654039853063,24.297858559049132,133.03944481361347,138.430762974132,133.03944481361347,138.430762974132,1,1,83,88
2025-05-27,STR_005,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,368,0,18,18.0,0,Tuesday,5,30.0,18.0,23.0,32.0,20.333333333333332,19.142857142857142,18.357142857142858,19.857142857142858,6.335839103296716,5.400956366267056,6.687269750771059,16.26047378088969,3,6.687269750771059,48.78142134266907,14.825844444485039,19.053526649357728,63.607265787154105,67.8349479920268,63.607265787154105,67.8349479920268,0,0,0,0
2025-05-27,STR_005,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,172,0,13,13.0,0,Tuesday,5,10.0,11.0,12.0,10.0,12.333333333333334,10.714285714285714,10.142857142857142,10.785714285714286,3.9460649476947487,4.912419783759155,4.998941686939353,8.484312922432952,3,4.998941686939353,25.452938767298857,11.08277886189188,14.243102521728236,36.535717629190735,39.69604128902709,36.535717629190735,39.69604128902709,0,0,0,0
2025-05-27,STR_005,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,3368,0,300,300.0,0,Tuesday,5,292.0,280.0,336.0,286.0,409.0,342.85714285714283,346.2142857142857,339.85714285714283,85.93103547114362,80.35706715503174,83.69553034028617,291.4694774003681,3,83.69553034028617,874.4084322011042,185.5550859722216,238.4672784564879,1059.9635181733258,1112.8757106575922,1059.9635181733258,1112.8757106575922,0,0,0,0
2025-05-27,STR_005,PRD_04_GROC,Grocery,12.0,8.879999999999999,0.26,1,0,329,3,150,150.0,0,Tuesday,5,130.0,143.0,136.0,126.0,190.0,160.71428571428572,160.64285714285714,162.25,41.64018205897704,45.835168128442874,45.445632964626526,152.489204165998,3,45.445632964626526,457.46761249799397,100.754105954381,129.48476898043498,558.221718452375,586.952381478429,558.221718452375,586.952381478429,1,1,230,258
2025-05-27,STR_005,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,597,0,78,78.0,0,Tuesday,5,75.0,61.0,94.0,53.0,74.66666666666667,66.42857142857143,70.21428571428571,65.42857142857143,9.930712341974775,9.947389077067086,11.65373432894066,64.48721432107646,3,11.65373432894066,193.4616429632294,25.836620743212567,33.20409462701927,219.29826370644196,226.66573759024868,219.29826370644196,226.66573759024868,0,0,0,0
2025-05-27,STR_005,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,188,0,42,42.0,0,Tuesday,5,37.0,25.0,20.0,36.0,33.666666666666664,32.142857142857146,30.071428571428573,30.0,5.398412465054694,5.954497792093281,6.548960901462561,28.0837799131226,3,6.548960901462561,84.25133973936781,14.519210263187496,18.659453814799555,98.7705500025553,102.91079355416736,98.7705500025553,102.91079355416736,0,0,0,0
2025-05-27,STR_005,PRD_07_HOME,Home,35.0,35.0,0.0,0,0,2664,0,61,61.0,0,Tuesday,5,67.0,60.0,60.0,79.0,63.666666666666664,66.0,68.21428571428571,70.60714285714286,7.91622805802519,7.816930062652172,8.350379391311208,65.50013359274,3,8.350379391311208,196.50040077822,18.513000151330672,23.79209785073356,215.0134009295507,220.29249862895358,215.0134009295507,220.29249862895358,0,0,0,0
2025-05-27,STR_005,PRD_08_HOME,Home,150.0,150.0,0.0,0,0,220,0,22,22.0,0,Tuesday,5,18.0,25.0,24.0,16.0,20.0,24.428571428571427,23.285714285714285,24.0,6.051367417290791,5.044853759084605,7.453559924999324,21.58042935046741,3,7.453559924999324,64.74128805140222,16.524728943818367,21.23685868170407,81.26601699522058,85.97814673310629,81.26601699522058,85.97814673310629,0,0,0,0
2025-05-28,STR_001,PRD_01_ELEC,Electronics,299.0,299.0,0.0,0,0,245,0,18,18.0,0,Wednesday,5,22.0,27.0,22.0,16.0,22.0,23.0,24.357142857142858,22.928571428571427,3.9581140290153933,4.3431137865180425,4.666099738807456,21.553387672095873,3,4.666099738807456,64.66016301628761,10.344859930621928,13.294761395213337,75.00502294690953,77.95492441150095,75.00502294690953,77.95492441150095,0,0,0,0
2025-05-28,STR_001,PRD_02_ELEC,Electronics,599.0,599.0,0.0,0,0,31,2,11,11.0,0,Wednesday,5,8.0,13.0,19.0,17.0,16.0,15.285714285714286,13.571428571428571,13.75,4.750939756662414,4.484405212498828,3.9686269665972884,12.051783529344258,2,3.9686269665972884,24.103567058688515,7.183982182606696,9.232539601865637,31.28754924129521,33.33610666055415,31.28754924129521,33.33610666055415,1,1,1,3
2025-05-28,STR_001,PRD_03_GROC,Grocery,4.5,4.5,0.0,0,0,0,0,399,0.0,399,Wednesday,5,404.0,371.0,441.0,436.0,494.0,478.42857142857144,486.85714285714283,478.25,126.06064300282482,122.04277758408925,112.36403306185593,381.2809064546343,3,112.36403306185593,1143.842719363903,249.113874184299,320.1502523696655,1392.956593548202,1463.9929717335685,1392.956593548202,1463.9929717335685,1,1,1393,1464
2025-05-28,STR_001,PRD_04_GROC,Grocery,12.0,8.879999999999999,0.26,1,0,2928,0,236,236.0,0,Wednesday,5,167.0,195.0,179.0,183.0,223.66666666666666,222.71428571428572,227.85714285714286,232.39285714285714,47.84249953654989,67.76981077697687,68.34408548780223,214.11693093118322,3,68.34408548780223,642.3507927935497,151.52054843098142,194.72757981950346,793.8713412245311,837.0783726130531,793.8713412245311,837.0783726130531,0,0,0,0
2025-05-28,STR_001,PRD_05_FASH,Apparel,45.0,45.0,0.0,0,0,1395,0,98,98.0,0,Wednesday,5,105.0,87.0,80.0,79.0,96.0,100.0,96.64285714285714,93.25,13.856406460551186,13.118437658250485,15.920229386026595,89.8136206113484,3,15.920229386026595,269.4408618340452,35.29554709087889,45.360292941012325,304.7364089249241,314.80115477505757,304.7364089249241,314.80115477505757,0,0,0,0
2025-05-28,STR_001,PRD_06_FASH,Apparel,95.0,95.0,0.0,0,0,545,0,42,42.0,0,Wednesday,5,48.0,39.0,33.0,44.0,42.0,46.57142857142857,42.07142857142857,42.17857142857143,10.906529280774235,10.080173119043724,8.671167939739112,39.057775175134516,3,8.671167939739112,117.17332552540356,19.224196393715822,24.706096146611348,136.39752191911938,141.8794216720149,136.39752191911938,141.8794216720149,0,0,0,0
