date,store_id,product_id,category,base_price,actual_price,discount_pct,promotion_flag,is_holiday,stock_level_start,lead_time_days,true_demand,sales_qty,lost_sales_qty,day_of_week,seasonality,lag_1,lag_7,lag_14,lag_28,rolling_mean_3,rolling_mean_7,rolling_mean_14,rolling_mean_28,demand_std_7,demand_std_14,demand_std_28,predicted_demand,lead_time_days_adj,demand_std,lead_time_demand,safety_stock_90,safety_stock_95,recommended_stock_90,recommended_stock_95,reorder_point_90,reorder_point_95,reorder_flag_90,reorder_flag_95,order_qty_90,order_qty_95
2023-11-01,S001,P0001,Electronics,54.56,54.56,25,1,0,346.0,4,99.0,101.0,0,0,11,,,,,,,,,,,,100.46578708665034,4,0,396.0,36.282650159984115,45.353312699980144,135.28265015998412,142.04678266798334,135.28265015998412,142.04678266798334,0,0,0.0,0
2023-11-01,S001,P0002,Clothing,63.54,63.54,0,0,0,75.0,4,87.0,75.0,12.0,0,11,,,,,,,,,,,,91.20957001773289,4,0,348.0,14.559935331303905,18.19991916412988,101.5599353313039,106.63793209786911,101.5599353313039,106.63793209786911,1,1,39.0,39
2023-11-01,S001,P0003,Clothing,53.39,53.39,10,0,0,285.0,4,119.0,114.0,5.0,0,11,,,,,,,,,,,,116.75280701291567,4,0,476.0,0,0.0,114.27230540024549,119.98592067025777,114.27230540024549,119.98592067025777,0,0,0.0,0
2023-11-01,S001,P0004,Electronics,90.79,90.79,25,1,0,90.0,4,114.0,90.0,24.0,0,11,,,,,,,,,,,,122.1041438254421,4,0,456.0,22.256549615198026,27.820687018997532,136.25654961519803,143.06937709595795,136.25654961519803,143.06937709595795,1,1,62.0,62
2023-11-01,S001,P0005,Groceries,54.48,54.48,20,1,0,939.0,4,143.0,142.0,1.0,0,11,,,,,,,,,,,,143.3957588264979,4,0,572.0,14.387562326000449,17.98445290750056,157.38756232600045,165.25694044230048,157.38756232600045,165.25694044230048,0,0,0.0,0
2023-11-01,S001,P0006,Toys,44.45,44.45,0,0,0,471.0,4,120.0,98.0,22.0,0,11,,,,,,,,,,,,118.03992734520625,4,0,480.0,5.961655210046658,7.452069012558322,125.96165521004666,132.259737970549,125.96165521004666,132.259737970549,0,0,0.0,0
2023-11-01,S001,P0007,Groceries,22.35,22.35,5,0,0,654.0,4,68.0,58.0,10.0,0,11,,,,,,,,,,,,70.42383067554343,4,0,272.0,20.463572711924996,25.579465889906245,88.463572711925,92.88675134752125,88.463572711925,92.88675134752125,0,0,0.0,0
2023-11-01,S001,P0008,Electronics,39.14,39.14,5,0,0,106.0,4,70.0,84.0,0,0,11,,,,,,,,,,,,74.1876006879991,4,0,280.0,26.772900042453983,33.46612505306748,96.77290004245398,101.61154504457669,96.77290004245398,101.61154504457669,1,1,14.0,14
2023-11-01,S001,P0009,Clothing,87.34,87.34,0,0,0,164.0,4,74.0,62.0,12.0,0,11,,,,,,,,,,,,74.44189525212488,4,0,296.0,15.113007618142035,18.891259522677544,89.11300761814203,93.56865799904914,89.11300761814203,93.56865799904914,0,0,0.0,0
2023-11-01,S001,P0010,Furniture,131.85,131.85,5,0,0,322.0,4,82.0,97.0,0,0,11,,,,,,,,,,,,83.00335141507296,4,0,328.0,7.850143530637453,9.812679413296816,89.85014353063745,94.34265070716933,89.85014353063745,94.34265070716933,0,0,0.0,0
